t,ib,vb1,Ts1,Tc1,soc1,voc1,vb2,Ts2,Tc2,soc2,voc2,vb3,Ts3,Tc3,soc3,voc3,vb4,Ts4,Tc4,soc4,voc4,vb5,Ts5,Tc5,soc5,voc5,vb6,Ts6,Tc6,soc6,voc6,vb7,Ts7,Tc7,soc7,voc7
254.6,5.629786,3.942671,37.02727,37.92204,0.793166,4.000569,3.813448,37.35367,38.39902,0.613166,3.852249,3.989428,37.76546,38.98313,0.883166,4.074729,3.912925,37.17643,38.13119,0.793166,4.000569,3.896045,36.99749,37.88528,0.703166,3.926409,4.109594,37.56143,38.70622,0.928166,4.111809,4.059054,37.33848,38.38102,0.883166,4.074729
254.7,5.629786,3.943772,37.02681,37.92086,0.7932181,4.000612,3.814662,37.35326,38.3979,0.6132181,3.852292,3.991192,37.76479,38.98143,0.8832181,4.074772,3.914284,37.17584,38.12971,0.7932181,4.000612,3.897061,36.99716,37.88435,0.7032181,3.926452,4.110816,37.56111,38.70527,0.9282181,4.111852,4.060156,37.33814,38.38005,0.8832181,4.074772
254.8,5.629786,3.944873,37.02635,37.91968,0.7932702,4.000655,3.815876,37.35284,38.39678,0.6132702,3.852335,3.992955,37.76411,38.97975,0.8832702,4.074815,3.915642,37.17524,38.12824,0.7932702,4.000655,3.898076,36.99681,37.88343,0.7032702,3.926495,4.112038,37.56078,38.70433,0.9282702,4.111895,4.061257,37.33779,38.37909,0.8832702,4.074815
254.9,5.629786,3.945974,37.02588,37.91852,0.7933224,4.000698,3.817089,37.35241,38.39568,0.6133224,3.852378,3.994718,37.76342,38.97809,0.8833224,4.074858,3.917,37.17463,38.12679,0.7933224,4.000698,3.899092,36.99646,37.88252,0.7033224,3.926538,4.11326,37.56044,38.70341,0.9283224,4.111938,4.062358,37.33743,38.37814,0.8833224,4.074858
255,5.629786,3.947075,37.0254,37.91736,0.7933745,4.000741,3.818302,37.35197,38.39459,0.6133745,3.852421,3.996481,37.76271,38.97644,0.8833745,4.074901,3.918358,37.17401,38.12534,0.7933745,4.000741,3.900107,36.9961,37.88161,0.7033745,3.926581,4.114481,37.5601,38.70249,0.9283745,4.111981,4.063458,37.33707,38.37719,0.8833745,4.074901
255.1,5.629786,3.948176,37.02491,37.91622,0.7934266,4.000784,3.819515,37.35153,38.39351,0.6134266,3.852464,3.998243,37.762,38.97481,0.8834266,4.074944,3.919716,37.17339,38.12391,0.7934266,4.000784,3.901123,36.99573,37.88072,0.7034266,3.926624,4.115703,37.55974,38.70158,0.9284266,4.112024,4.064559,37.3367,38.37626,0.8834266,4.074944
255.2,5.629786,3.949276,37.02442,37.91508,0.7934787,4.000826,3.820728,37.35107,38.39244,0.6134787,3.852506,4.000004,37.76127,38.97319,0.8834787,4.074986,3.921074,37.17275,38.12248,0.7934787,4.000826,3.902138,36.99536,37.87983,0.7034787,3.926666,4.116924,37.55938,38.70069,0.9284787,4.112066,4.06566,37.33632,38.37534,0.8834787,4.074986
255.3,5.629786,3.950377,37.02392,37.91395,0.7935309,4.000869,3.821941,37.35061,38.39138,0.6135309,3.852549,4.001765,37.76054,38.97159,0.8835309,4.075029,3.922431,37.1721,38.12107,0.7935309,4.000869,3.903153,36.99498,37.87895,0.7035309,3.926709,4.118145,37.55902,38.6998,0.9285309,4.112109,4.06676,37.33594,38.37442,0.8835309,4.075029
255.4,5.629786,3.951477,37.02341,37.91283,0.793583,4.000912,3.823153,37.35014,38.39033,0.613583,3.852592,4.003526,37.75979,38.97001,0.883583,4.075072,3.923788,37.17144,38.11968,0.793583,4.000912,3.904168,36.99459,37.87808,0.703583,3.926752,4.119366,37.55865,38.69893,0.928583,4.112152,4.06786,37.33555,38.37351,0.883583,4.075072
255.5,5.629786,3.952577,37.02289,37.91173,0.7936351,4.000955,3.824366,37.34967,38.38929,0.6136351,3.852635,4.005286,37.75904,38.96843,0.8836351,4.075115,3.925145,37.17078,38.11829,0.7936351,4.000955,3.905183,36.9942,37.87722,0.7036351,3.926795,4.120586,37.55827,38.69807,0.9286351,4.112195,4.068961,37.33515,38.37262,0.8836351,4.075115
255.6,5.629786,3.953677,37.02237,37.91063,0.7936872,4.000998,3.825578,37.34919,38.38826,0.6136872,3.852678,4.007045,37.75827,38.96688,0.8836872,4.075158,3.926501,37.17011,38.11691,0.7936872,4.000998,3.906197,36.99381,37.87637,0.7036872,3.926838,4.121807,37.55788,38.69721,0.9286872,4.112238,4.070061,37.33475,38.37173,0.8836872,4.075158
255.7,5.629786,3.954777,37.02184,37.90954,0.7937394,4.001041,3.82679,37.34871,38.38724,0.6137394,3.852721,4.008804,37.7575,38.96533,0.8837394,4.075201,3.927858,37.16943,38.11555,0.7937394,4.001041,3.907212,36.99341,37.87552,0.7037394,3.926881,4.123027,37.55749,38.69637,0.9287394,4.112281,4.071161,37.33434,38.37085,0.8837394,4.075201
255.8,5.629786,3.955877,37.02131,37.90846,0.7937915,4.001084,3.828002,37.34821,38.38624,0.6137915,3.852764,4.010563,37.75673,38.96381,0.8837915,4.075244,3.929214,37.16875,38.1142,0.7937915,4.001084,3.908226,36.993,37.87468,0.7037915,3.926924,4.124247,37.5571,38.69554,0.9287915,4.112324,4.072261,37.33393,38.36998,0.8837915,4.075244
255.9,5.629786,3.956977,37.02077,37.90738,0.7938436,4.001127,3.829214,37.34772,38.38524,0.6138436,3.852807,4.012321,37.75594,38.9623,0.8838436,4.075287,3.930569,37.16806,38.11286,0.7938436,4.001127,3.909241,36.99259,37.87386,0.7038436,3.926967,4.125467,37.5567,38.69471,0.9288436,4.112367,4.07336,37.33351,38.36913,0.8838436,4.075287
256,5.629786,3.958076,37.02023,37.90632,0.7938958,4.00117,3.830425,37.34722,38.38425,0.6138958,3.85285,4.014079,37.75515,38.9608,0.8838958,4.07533,3.931925,37.16736,38.11153,0.7938958,4.00117,3.910255,36.99218,37.87304,0.7038958,3.92701,4.126686,37.5563,38.6939,0.9288958,4.11241,4.07446,37.33309,38.36828,0.8838958,4.07533
256.1,5.629786,3.959176,37.01968,37.90527,0.7939479,4.001213,3.831637,37.34671,38.38327,0.6139479,3.852893,4.015836,37.75435,38.95932,0.8839479,4.075373,3.93328,37.16666,38.11021,0.7939479,4.001213,3.911269,36.99176,37.87223,0.7039479,3.927053,4.127906,37.55589,38.6931,0.9289479,4.112453,4.075559,37.33267,38.36743,0.8839479,4.075373
256.2,5.629786,3.960275,37.01913,37.90423,0.794,4.001256,3.832848,37.3462,38.3823,0.614,3.852936,4.017593,37.75355,38.95785,0.884,4.075416,3.934635,37.16595,38.1089,0.794,4.001256,3.912283,36.99134,37.87143,0.704,3.927096,4.129125,37.55548,38.6923,0.929,4.112496,4.076659,37.33224,38.3666,0.884,4.075416
256.3,5.629786,3.961374,37.01857,37.90319,0.7940521,4.001299,3.834059,37.34569,38.38135,0.6140521,3.852979,4.019349,37.75274,38.9564,0.8840521,4.075459,3.93599,37.16524,38.10761,0.7940521,4.001299,3.913297,36.99092,37.87063,0.7040521,3.927139,4.130344,37.55507,38.69152,0.9290521,4.112539,4.077758,37.3318,38.36578,0.8840521,4.075459
256.4,5.629786,3.962474,37.01801,37.90217,0.7941043,4.001342,3.83527,37.34517,38.3804,0.6141043,3.853022,4.021105,37.75193,38.95496,0.8841043,4.075502,3.937345,37.16452,38.10633,0.7941043,4.001342,3.91431,36.99049,37.86985,0.7041043,3.927182,4.131563,37.55465,38.69075,0.9291043,4.112582,4.078857,37.33137,38.36497,0.8841043,4.075502
256.5,5.629786,3.963572,37.01744,37.90115,0.7941564,4.001385,3.836481,37.34465,38.37946,0.6141564,3.853065,4.02286,37.75111,38.95354,0.8841564,4.075545,3.938699,37.1638,38.10505,0.7941564,4.001385,3.915324,36.99006,37.86907,0.7041564,3.927225,4.132781,37.55423,38.68999,0.9291564,4.112625,4.079956,37.33093,38.36416,0.8841564,4.075545
256.6,5.629786,3.964671,37.01687,37.90014,0.7942085,4.001428,3.837691,37.34412,38.37853,0.6142085,3.853108,4.024615,37.75029,38.95213,0.8842085,4.075588,3.940053,37.16308,38.10379,0.7942085,4.001428,3.916337,36.98963,37.8683,0.7042085,3.927268,4.134,37.55381,38.68924,0.9292085,4.112668,4.081055,37.33048,38.36337,0.8842085,4.075588
256.7,5.629786,3.96577,37.0163,37.89915,0.7942607,4.001471,3.838902,37.3436,38.37762,0.6142607,3.853151,4.026369,37.74946,38.95074,0.8842607,4.075631,3.941407,37.16235,38.10255,0.7942607,4.001471,3.917351,36.98919,37.86754,0.7042607,3.927311,4.135218,37.55338,38.68849,0.9292607,4.112711,4.082153,37.33004,38.36258,0.8842607,4.075631
256.8,5.629786,3.966869,37.01573,37.89816,0.7943128,4.001514,3.840112,37.34307,38.37671,0.6143128,3.853194,4.028123,37.74863,38.94936,0.8843128,4.075674,3.94276,37.16162,38.10131,0.7943128,4.001514,3.918364,36.98876,37.86679,0.7043128,3.927354,4.136436,37.55295,38.68776,0.9293128,4.112754,4.083252,37.32959,38.36181,0.8843128,4.075674
256.9,5.629786,3.967967,37.01515,37.89718,0.7943649,4.001557,3.841322,37.34254,38.37581,0.6143649,3.853237,4.029877,37.7478,38.948,0.8843649,4.075717,3.944114,37.16088,38.10008,0.7943649,4.001557,3.919377,36.98832,37.86605,0.7043649,3.927397,4.137654,37.55252,38.68704,0.9293649,4.112797,4.084351,37.32914,38.36104,0.8843649,4.075717
257,5.629786,3.969065,37.01457,37.89621,0.794417,4.0016,3.842532,37.342,38.37493,0.614417,3.85328,4.03163,37.74697,38.94665,0.884417,4.07576,3.945467,37.16014,38.09887,0.794417,4.0016,3.92039,36.98788,37.86531,0.704417,3.92744,4.138871,37.55209,38.68633,0.929417,4.11284,4.085449,37.32869,38.36028,0.884417,4.07576
257.1,5.629786,3.970164,37.01399,37.89525,0.7944692,4.001643,3.843742,37.34147,38.37405,0.6144692,3.853323,4.033382,37.74613,38.94532,0.8844692,4.075803,3.946819,37.1594,38.09766,0.7944692,4.001643,3.921403,36.98743,37.86459,0.7044692,3.927483,4.140089,37.55166,38.68563,0.9294692,4.112883,4.086547,37.32824,38.35953,0.8844692,4.075803
257.2,5.629786,3.971262,37.0134,37.8943,0.7945213,4.001686,3.844952,37.34093,38.37318,0.6145213,3.853366,4.035134,37.74529,38.944,0.8845213,4.075846,3.948172,37.15866,38.09647,0.7945213,4.001686,3.922416,36.98699,37.86387,0.7045213,3.927526,4.141306,37.55123,38.68494,0.9295213,4.112926,4.087645,37.32778,38.35879,0.8845213,4.075846
257.3,5.629786,3.97236,37.01282,37.89336,0.7945734,4.001728,3.846161,37.34039,38.37233,0.6145734,3.853408,4.036886,37.74445,38.9427,0.8845734,4.075888,3.949524,37.15792,38.09529,0.7945734,4.001728,3.923428,36.98654,37.86316,0.7045734,3.927568,4.142523,37.55079,38.68426,0.9295734,4.112968,4.088743,37.32733,38.35806,0.8845734,4.075888
257.4,5.629786,3.973458,37.01223,37.89242,0.7946255,4.001771,3.84737,37.33985,38.37148,0.6146255,3.853451,4.038637,37.74361,38.94141,0.8846255,4.075931,3.950876,37.15717,38.09412,0.7946255,4.001771,3.924441,36.9861,37.86246,0.7046255,3.927611,4.14374,37.55036,38.68359,0.9296255,4.113011,4.089841,37.32687,38.35734,0.8846255,4.075931
257.5,5.629786,3.974555,37.01164,37.8915,0.7946777,4.001814,3.848579,37.33931,38.37065,0.6146777,3.853494,4.040388,37.74277,38.94013,0.8846777,4.075974,3.952228,37.15642,38.09297,0.7946777,4.001814,3.925453,36.98565,37.86177,0.7046777,3.927654,4.144956,37.54992,38.68292,0.9296777,4.113054,4.090939,37.32641,38.35662,0.8846777,4.075974
257.6,5.629786,3.975653,37.01105,37.89058,0.7947298,4.001857,3.849788,37.33876,38.36982,0.6147298,3.853537,4.042138,37.74192,38.93888,0.8847298,4.076017,3.95358,37.15568,38.09182,0.7947298,4.001857,3.926465,36.9852,37.86108,0.7047298,3.927697,4.146173,37.54948,38.68227,0.9297298,4.113097,4.092036,37.32595,38.35592,0.8847298,4.076017
257.7,5.629786,3.97675,37.01046,37.88968,0.7947819,4.0019,3.850997,37.33822,38.369,0.6147819,3.85358,4.043888,37.74108,38.93763,0.8847819,4.07606,3.954931,37.15493,38.09068,0.7947819,4.0019,3.927477,36.98475,37.86041,0.7047819,3.92774,4.147389,37.54905,38.68163,0.9297819,4.11314,4.093134,37.32549,38.35522,0.8847819,4.07606
257.8,5.629786,3.977848,37.00987,37.88878,0.7948341,4.001943,3.852206,37.33768,38.3682,0.6148341,3.853623,4.045637,37.74023,38.9364,0.8848341,4.076103,3.956282,37.15418,38.08956,0.7948341,4.001943,3.928489,36.9843,37.85974,0.7048341,3.927783,4.148605,37.54861,38.681,0.9298341,4.113183,4.094231,37.32503,38.35454,0.8848341,4.076103
257.9,5.629786,3.978945,37.00928,37.88789,0.7948862,4.001986,3.853414,37.33713,38.3674,0.6148862,3.853666,4.047386,37.73939,38.93518,0.8848862,4.076146,3.957633,37.15342,38.08845,0.7948862,4.001986,3.929501,36.98385,37.85908,0.7048862,3.927826,4.149821,37.54817,38.68038,0.9298862,4.113226,4.095328,37.32457,38.35386,0.8848862,4.076146
258,5.629786,3.980042,37.00869,37.88702,0.7949383,4.002029,3.854623,37.33659,38.36661,0.6149383,3.853709,4.049134,37.73854,38.93398,0.8849383,4.076189,3.958983,37.15267,38.08735,0.7949383,4.002029,3.930513,36.9834,37.85843,0.7049383,3.927869,4.151036,37.54773,38.67977,0.9299383,4.113269,4.096426,37.32411,38.35319,0.8849383,4.076189
258.1,5.629786,3.981139,37.00809,37.88615,0.7949904,4.002072,3.855831,37.33605,38.36584,0.6149904,3.853752,4.050882,37.7377,38.9328,0.8849904,4.076232,3.960334,37.15192,38.08626,0.7949904,4.002072,3.931524,36.98295,37.85778,0.7049904,3.927912,4.152252,37.5473,38.67917,0.9299904,4.113312,4.097523,37.32365,38.35254,0.8849904,4.076232
258.2,5.629786,3.982236,37.0075,37.88529,0.7950426,4.002115,3.857039,37.3355,38.36507,0.6150426,3.853795,4.052629,37.73686,38.93163,0.8850426,4.076275,3.961684,37.15117,38.08518,0.7950426,4.002115,3.932536,36.9825,37.85715,0.7050426,3.927955,4.153467,37.54686,38.67858,0.9300426,4.113355,4.098619,37.32318,38.35189,0.8850426,4.076275
258.3,5.629786,3.983333,37.00691,37.88443,0.7950947,4.002158,3.858247,37.33496,38.36432,0.6150947,3.853838,4.054376,37.73602,38.93047,0.8850947,4.076318,3.963034,37.15042,38.08411,0.7950947,4.002158,3.933547,36.98206,37.85652,0.7050947,3.927998,4.154682,37.54643,38.678,0.9300947,4.113398,4.099716,37.32272,38.35125,0.8850947,4.076318
258.4,5.629786,3.984429,37.00631,37.88359,0.7951468,4.002201,3.859454,37.33442,38.36357,0.6151468,3.853881,4.056122,37.73517,38.92933,0.8851468,4.076361,3.964383,37.14967,38.08305,0.7951468,4.002201,3.934558,36.98161,37.85591,0.7051468,3.928041,4.155897,37.54599,38.67743,0.9301468,4.113441,4.100813,37.32226,38.35061,0.8851468,4.076361
258.5,5.629786,3.985526,37.00572,37.88276,0.795199,4.002244,3.860662,37.33387,38.36283,0.615199,3.853924,4.057868,37.73433,38.9282,0.885199,4.076404,3.965732,37.14892,38.08201,0.795199,4.002244,3.935569,36.98116,37.8553,0.705199,3.928084,4.157111,37.54556,38.67687,0.930199,4.113484,4.101909,37.32181,38.34999,0.885199,4.076404
258.6,5.629786,3.986622,37.00513,37.88193,0.7952511,4.002287,3.861869,37.33333,38.36211,0.6152511,3.853967,4.059614,37.7335,38.92708,0.8852511,4.076447,3.967082,37.14817,38.08097,0.7952511,4.002287,3.93658,36.98071,37.85469,0.7052511,3.928127,4.158326,37.54513,38.67631,0.9302511,4.113527,4.103006,37.32135,38.34938,0.8852511,4.076447
258.7,5.629786,3.987719,37.00454,37.88112,0.7953032,4.00233,3.863076,37.33279,38.36139,0.6153032,3.85401,4.061359,37.73266,38.92599,0.8853032,4.07649,3.96843,37.14742,38.07995,0.7953032,4.00233,3.937591,36.98026,37.8541,0.7053032,3.92817,4.15954,37.5447,38.67577,0.9303032,4.11357,4.104102,37.32089,38.34877,0.8853032,4.07649
258.8,5.629786,3.988815,37.00395,37.88031,0.7953553,4.002373,3.864283,37.33225,38.36068,0.6153553,3.854053,4.063103,37.73183,38.9249,0.8853553,4.076533,3.969779,37.14667,38.07894,0.7953553,4.002373,3.938602,36.97982,37.85352,0.7053553,3.928213,4.160754,37.54427,38.67524,0.9303553,4.113613,4.105198,37.32043,38.34818,0.8853553,4.076533
258.9,5.629786,3.989911,37.00336,37.87952,0.7954075,4.002416,3.86549,37.33172,38.35999,0.6154075,3.854096,4.064848,37.73099,38.92383,0.8854075,4.076576,3.971127,37.14593,38.07794,0.7954075,4.002416,3.939613,36.97938,37.85294,0.7054075,3.928256,4.161967,37.54384,38.67472,0.9304075,4.113656,4.106294,37.31998,38.34759,0.8854075,4.076576
259,5.629786,3.991007,37.00277,37.87873,0.7954596,4.002459,3.866697,37.33118,38.3593,0.6154596,3.854139,4.066591,37.73016,38.92278,0.8854596,4.076619,3.972475,37.14518,38.07695,0.7954596,4.002459,3.940623,36.97893,37.85237,0.7054596,3.928299,4.163181,37.54342,38.67421,0.9304596,4.113699,4.10739,37.31952,38.34701,0.8854596,4.076619
259.1,5.629786,3.992102,37.00218,37.87795,0.7955117,4.002502,3.867903,37.33065,38.35862,0.6155117,3.854182,4.068334,37.72934,38.92173,0.8855117,4.076662,3.973823,37.14444,38.07597,0.7955117,4.002502,3.941633,36.97849,37.85181,0.7055117,3.928342,4.164394,37.54299,38.67371,0.9305117,4.113742,4.108486,37.31907,38.34644,0.8855117,4.076662
259.2,5.629786,3.993198,37.0016,37.87718,0.7955638,4.002545,3.86911,37.33011,38.35796,0.6155638,3.854225,4.070077,37.72851,38.92071,0.8855638,4.076705,3.975171,37.1437,38.075,0.7955638,4.002545,3.942644,36.97805,37.85126,0.7055638,3.928385,4.165608,37.54257,38.67322,0.9305638,4.113785,4.109582,37.31862,38.34588,0.8855638,4.076705
259.3,5.629786,3.994294,37.00101,37.87642,0.795616,4.002588,3.870316,37.32958,38.3573,0.615616,3.854268,4.071819,37.72769,38.9197,0.885616,4.076748,3.976518,37.14296,38.07405,0.795616,4.002588,3.943654,36.97761,37.85071,0.705616,3.928428,4.166821,37.54215,38.67273,0.930616,4.113828,4.110677,37.31817,38.34533,0.885616,4.076748
259.4,5.629786,3.995389,37.00043,37.87567,0.7956681,4.002631,3.871522,37.32905,38.35665,0.6156681,3.854311,4.073561,37.72687,38.9187,0.8856681,4.076791,3.977865,37.14222,38.0731,0.7956681,4.002631,3.944664,36.97717,37.85018,0.7056681,3.928471,4.168033,37.54173,38.67226,0.9306681,4.113871,4.111772,37.31772,38.34479,0.8856681,4.076791
259.5,5.629786,3.996484,36.99985,37.87492,0.7957202,4.002673,3.872728,37.32853,38.35602,0.6157202,3.854353,4.075302,37.72606,38.91771,0.8857202,4.076833,3.979212,37.14149,38.07217,0.7957202,4.002673,3.945673,36.97674,37.84965,0.7057202,3.928513,4.169246,37.54132,38.6718,0.9307202,4.113913,4.112868,37.31728,38.34425,0.8857202,4.076833
259.6,5.629786,3.997579,36.99927,37.87419,0.7957724,4.002716,3.873934,37.328,38.35539,0.6157724,3.854396,4.077043,37.72525,38.91674,0.8857724,4.076876,3.980559,37.14075,38.07125,0.7957724,4.002716,3.946683,36.97631,37.84913,0.7057724,3.928556,4.170458,37.54091,38.67135,0.9307724,4.113956,4.113963,37.31683,38.34373,0.8857724,4.076876
259.7,5.629786,3.998675,36.99869,37.87346,0.7958245,4.002759,3.875139,37.32748,38.35477,0.6158245,3.854439,4.078783,37.72444,38.91579,0.8858245,4.076919,3.981905,37.14002,38.07034,0.7958245,4.002759,3.947693,36.97587,37.84862,0.7058245,3.928599,4.171671,37.5405,38.67091,0.9308245,4.113999,4.115058,37.31639,38.34321,0.8858245,4.076919
259.8,5.629786,3.999769,36.99811,37.87275,0.7958766,4.002802,3.876344,37.32696,38.35416,0.6158766,3.854482,4.080523,37.72364,38.91485,0.8858766,4.076962,3.983251,37.1393,38.06944,0.7958766,4.002802,3.948702,36.97544,37.84812,0.7058766,3.928642,4.172883,37.54009,38.67047,0.9308766,4.114042,4.116153,37.31595,38.34271,0.8858766,4.076962
259.9,5.629786,4.000864,36.99754,37.87204,0.7959287,4.002845,3.87755,37.32645,38.35357,0.6159287,3.854525,4.082263,37.72284,38.91392,0.8859287,4.077005,3.984597,37.13857,38.06855,0.7959287,4.002845,3.949712,36.97502,37.84762,0.7059287,3.928685,4.174094,37.53968,38.67005,0.9309287,4.114085,4.117248,37.31552,38.34221,0.8859287,4.077005
260,5.629786,4.001959,36.99697,37.87134,0.7959809,4.002888,3.878755,37.32593,38.35298,0.6159809,3.854568,4.084002,37.72204,38.91301,0.8859809,4.077048,3.985942,37.13785,38.06767,0.7959809,4.002888,3.950721,36.97459,37.84714,0.7059809,3.928728,4.175306,37.53928,38.66964,0.9309809,4.114128,4.118342,37.31508,38.34172,0.8859809,4.077048
260.1,0,3.762721,36.9964,37.87063,0.7959809,4.002888,3.597301,37.32542,38.35214,0.6159809,3.854568,3.760376,37.72125,38.91204,0.8859809,4.077048,3.732653,37.13713,38.06691,0.7959809,4.002888,3.711483,36.97417,37.84642,0.7059809,3.928728,3.86571,37.53888,38.66872,0.9309809,4.114128,3.836881,37.31465,38.34088,0.8859809,4.077048
260.2,0,3.762749,36.99583,37.86992,0.7959809,4.002888,3.597337,37.32491,38.3513,0.6159809,3.854568,3.760463,37.72046,38.91107,0.8859809,4.077048,3.732705,37.13642,38.06615,0.7959809,4.002888,3.711511,36.97374,37.84571,0.7059809,3.928728,3.865753,37.53848,38.6678,0.9309809,4.114128,3.836909,37.31421,38.34005,0.8859809,4.077048
260.3,0,3.762777,36.99527,37.8692,0.7959809,4.002888,3.597373,37.32439,38.35047,0.6159809,3.854568,3.76055,37.71968,38.9101,0.8859809,4.077048,3.732756,37.13571,38.06539,0.7959809,4.002888,3.711539,36.97332,37.845,0.7059809,3.928728,3.865795,37.53807,38.66687,0.9309809,4.114128,3.836937,37.31378,38.33921,0.8859809,4.077048
260.4,0,3.762805,36.9947,37.86849,0.7959809,4.002888,3.597409,37.32388,38.34963,0.6159809,3.854568,3.760637,37.7189,38.90913,0.8859809,4.077048,3.732807,37.13501,38.06464,0.7959809,4.002888,3.711566,36.97289,37.84429,0.7059809,3.928728,3.865837,37.53765,38.66595,0.9309809,4.114128,3.836965,37.31333,38.33837,0.8859809,4.077048
260.5,0,3.762833,36.99414,37.86778,0.7959809,4.002888,3.597445,37.32336,38.34879,0.6159809,3.854568,3.760724,37.71812,38.90816,0.8859809,4.077048,3.732859,37.13431,38.06388,0.7959809,4.002888,3.711594,36.97246,37.84358,0.7059809,3.928728,3.86588,37.53723,38.66503,0.9309809,4.114128,3.836993,37.31289,38.33754,0.8859809,4.077048
260.6,0,3.762861,36.99358,37.86706,0.7959809,4.002888,3.597481,37.32284,38.34796,0.6159809,3.854568,3.760811,37.71734,38.90719,0.8859809,4.077048,3.73291,37.13361,38.06312,0.7959809,4.002888,3.711622,36.97203,37.84287,0.7059809,3.928728,3.865922,37.5368,38.66411,0.9309809,4.114128,3.837021,37.31244,38.3367,0.8859809,4.077048
260.7,0,3.762889,36.99303,37.86635,0.7959809,4.002888,3.597517,37.32232,38.34712,0.6159809,3.854568,3.760898,37.71657,38.90622,0.8859809,4.077048,3.732961,37.13292,38.06236,0.7959809,4.002888,3.71165,36.9716,37.84216,0.7059809,3.928728,3.865965,37.53637,38.66319,0.9309809,4.114128,3.837049,37.31198,38.33587,0.8859809,4.077048
260.8,0,3.762917,36.99247,37.86564,0.7959809,4.002888,3.597553,37.3218,38.34628,0.6159809,3.854568,3.760984,37.7158,38.90525,0.8859809,4.077048,3.733012,37.13224,38.0616,0.7959809,4.002888,3.711678,36.97116,37.84145,0.7059809,3.928728,3.866007,37.53593,38.66228,0.9309809,4.114128,3.837077,37.31153,38.33503,0.8859809,4.077048
260.9,0,3.762945,36.99192,37.86493,0.7959809,4.002888,3.597589,37.32127,38.34545,0.6159809,3.854568,3.761071,37.71503,38.90428,0.8859809,4.077048,3.733064,37.13155,38.06085,0.7959809,4.002888,3.711706,36.97073,37.84074,0.7059809,3.928728,3.86605,37.53549,38.66136,0.9309809,4.114128,3.837105,37.31107,38.3342,0.8859809,4.077048
261,0,3.762973,36.99136,37.86422,0.7959809,4.002888,3.597625,37.32075,38.34461,0.6159809,3.854568,3.761158,37.71426,38.90331,0.8859809,4.077048,3.733115,37.13088,38.06009,0.7959809,4.002888,3.711733,36.97029,37.84003,0.7059809,3.928728,3.866092,37.53505,38.66044,0.9309809,4.114128,3.837133,37.31061,38.33336,0.8859809,4.077048
261.1,0,3.763001,36.99081,37.8635,0.7959809,4.002888,3.597661,37.32022,38.34378,0.6159809,3.854568,3.761245,37.7135,38.90234,0.8859809,4.077048,3.733166,37.1302,38.05933,0.7959809,4.002888,3.711761,36.96985,37.83932,0.7059809,3.928728,3.866134,37.53459,38.65952,0.9309809,4.114128,3.837161,37.31014,38.33253,0.8859809,4.077048
261.2,0,3.763029,36.99026,37.86279,0.7959809,4.002888,3.597697,37.3197,38.34294,0.6159809,3.854568,3.761332,37.71274,38.90137,0.8859809,4.077048,3.733217,37.12953,38.05857,0.7959809,4.002888,3.711789,36.96941,37.83861,0.7059809,3.928728,3.866177,37.53414,38.6586,0.9309809,4.114128,3.837189,37.30968,38.33169,0.8859809,4.077048
261.3,0,3.763057,36.98971,37.86208,0.7959809,4.002888,3.597733,37.31917,38.34211,0.6159809,3.854568,3.761418,37.71198,38.9004,0.8859809,4.077048,3.733269,37.12887,38.05781,0.7959809,4.002888,3.711817,36.96897,37.8379,0.7059809,3.928728,3.866219,37.53368,38.65769,0.9309809,4.114128,3.837217,37.30921,38.33086,0.8859809,4.077048
261.4,0,3.763085,36.98917,37.86137,0.7959809,4.002888,3.597769,37.31864,38.34127,0.6159809,3.854568,3.761505,37.71123,38.89943,0.8859809,4.077048,3.73332,37.1282,38.05706,0.7959809,4.002888,3.711845,36.96853,37.83719,0.7059809,3.928728,3.866262,37.53321,38.65677,0.9309809,4.114128,3.837245,37.30873,38.33003,0.8859809,4.077048
261.5,0,3.763113,36.98862,37.86066,0.7959809,4.002888,3.597805,37.31811,38.34044,0.6159809,3.854568,3.761592,37.71047,38.89846,0.8859809,4.077048,3.733371,37.12755,38.0563,0.7959809,4.002888,3.711872,36.96809,37.83649,0.7059809,3.928728,3.866304,37.53274,38.65585,0.9309809,4.114128,3.837273,37.30826,38.32919,0.8859809,4.077048
261.6,0,3.763141,36.98808,37.85995,0.7959809,4.002888,3.597841,37.31758,38.33961,0.6159809,3.854568,3.761678,37.70972,38.89749,0.8859809,4.077048,3.733422,37.12689,38.05554,0.7959809,4.002888,3.7119,36.96765,37.83578,0.7059809,3.928728,3.866346,37.53227,38.65494,0.9309809,4.114128,3.837301,37.30778,38.32836,0.8859809,4.077048
261.7,0,3.763168,36.98754,37.85923,0.7959809,4.002888,3.597877,37.31704,38.33877,0.6159809,3.854568,3.761765,37.70897,38.89652,0.8859809,4.077048,3.733473,37.12624,38.05478,0.7959809,4.002888,3.711928,36.9672,37.83507,0.7059809,3.928728,3.866389,37.53179,38.65402,0.9309809,4.114128,3.837328,37.3073,38.32753,0.8859809,4.077048
261.8,0,3.763196,36.987,37.85852,0.7959809,4.002888,3.597912,37.31651,38.33794,0.6159809,3.854568,3.761852,37.70823,38.89555,0.8859809,4.077048,3.733525,37.12559,38.05403,0.7959809,4.002888,3.711956,36.96676,37.83436,0.7059809,3.928728,3.866431,37.53131,38.65311,0.9309809,4.114128,3.837356,37.30682,38.3267,0.8859809,4.077048
